,L - HOMO,L - LUMO,L - Q(L),"L2Ni - A(L,Ni,L)","L2Ni - BO(Ni,L)",L2Ni - Bur_V,L2Ni - HOMO,L2Ni - LUMO,L2Ni - Q(Ni),"L2Ni - R(Ni,L)","L2Ni - Sterimol_B1(Ni,P)","L2Ni - Sterimol_B5(Ni,P)","L2Ni - Sterimol_L(Ni,P)",L2Ni - dQ(L),"L2NiX - A(L,Ni,C)","L2NiX - A(L,Ni,L)","L2NiX - BO(Ni,L)",L2NiX - Bur_V,L2NiX - HOMO,L2NiX - LUMO,"L2NiX - R(Ni,C)","L2NiX - R(Ni,L)",L2NiX - SD(L),"L2NiX - Sterimol_B1(Ni,C)","L2NiX - Sterimol_B1(Ni,P)","L2NiX - Sterimol_B5(Ni,C)","L2NiX - Sterimol_B5(Ni,P)","L2NiX - Sterimol_L(Ni,C)","L2NiX - Sterimol_L(Ni,P)","L2NiX - dBO(Ni,C)",L2NiX - dQ(C),L2NiX - dQ(L),L2NiX - dQ(Ni),L2NiX - dSD(C),L2NiX - dSD(Ni),L2NiX TO L2Ni + X,L2NiX TO L2NiX2 + L2Ni,"L2NiX2 - A(C,Ni,C)","L2NiX2 - A(L,Ni,L)","L2NiX2 - BO(Ni,L)",L2NiX2 - Bur_V,L2NiX2 - HOMO,L2NiX2 - LUMO,"L2NiX2 - R(Ni,C)","L2NiX2 - R(Ni,L)","L2NiX2 - Sterimol_B1(Ni,P)","L2NiX2 - Sterimol_B5(Ni,P)","L2NiX2 - Sterimol_L(Ni,P)","L2NiX2 - dBO(Ni,C)",L2NiX2 - dQ(L),L2NiX2 - dQ(Ni),L2NiX2 TO L2Ni + X2
L2NiX - dSD(Ni),0.10443223191299883,0.25957564255279897,-0.3150953199978004,0.2879325894264617,-0.406315712848976,-0.08808654649173984,0.3508159175041094,0.3139658974160528,-0.15045483523524605,0.5274001716270821,-0.23203246838525404,-0.012939854393123127,-0.14096050337202734,0.2569279705242986,-0.1850756377043621,0.17537102962510423,-0.4968675872547164,-0.2421302489016507,0.18613360013955701,0.34646232725746196,0.4762472828584129,0.6488060827183099,-0.2630682696687351,-0.09121271126416246,-0.11000399354114168,0.15543181071513726,0.003966382824775386,0.32479116849017975,-0.23769083280349124,-0.06681509937372605,-0.17636319244805482,-0.14887942140973232,0.4006774150340026,-0.0703162988667822,1.0,-0.028366896147024718,-0.10488880956689765,0.1998918453317953,0.2323311064436451,-0.30249462362186036,-0.1541072598423451,0.3913307437827112,0.3319174106067825,0.0862301480019634,0.20814497142950508,-0.05231140190011129,-0.04629739218466128,-0.21570279924833144,-0.03262211696473089,-0.03353205904789505,0.32253953219605835,0.05646829338576343
L2NiX TO L2Ni + X,0.46744392343113894,0.46060011987380944,-0.14708310059232257,-0.2722627365937535,0.03377004453834591,-0.2934640216685954,0.6432026212079782,0.5515212715193792,-0.2434347509213006,0.28397571389662174,-0.22357083631880825,-0.25617765668952064,-0.21071512453449334,0.4496388917335665,0.481486082045156,-0.4465353269575278,0.1050447883087058,-0.18411291631132654,0.5748195841792276,0.4984391826807083,0.14594894791540558,0.18987211311870172,0.7177124333594096,-0.009985882622507089,-0.135217834346611,-0.3842366806275062,-0.3353119799287053,0.351377084506578,-0.3124612562485787,0.33827098700503644,-0.5316882619569284,0.5805354816352137,-0.3205445756448785,-0.6696976714424986,-0.028366896147024718,1.0,0.6211017008713431,-0.2399365341405148,-0.3312028308484542,-0.05899656927174156,-0.10607751268212295,0.559717631008174,0.46271393417137385,-0.2597198164367555,0.16842887522182376,-0.12750031176846796,-0.3298805581049716,-0.26321558846572624,0.09681304743310679,0.2876401364522997,-0.02416939319484512,0.7226541821592318
L2NiX TO L2NiX2 + L2Ni,0.5502312461995624,0.24212170441673966,-0.21809273035945206,0.2009137560534912,-0.04736116590632428,0.29779534337319624,0.6124632103892691,0.32070812321186537,-0.32631441149843415,0.42960434537164083,0.09267471798453154,-0.02994407471766949,-0.09208283803299826,0.32718273104575707,-0.005325697436064263,0.07465043511335037,-0.1930633931496478,0.3915578679110085,0.5723390699374152,0.35123242754462336,0.4223713706498632,0.4146744718146838,0.3228001929799077,0.021068440297950485,0.174117593235632,-0.24589609767740966,-0.054570205388205006,0.4736795125567618,-0.22892454019886505,-0.2978251322480417,-0.2425166434756384,0.13644611767290876,0.014377267071092402,-0.31860917393203003,-0.10488880956689765,0.6211017008713431,1.0,0.01238287090841374,0.04186279563424735,-0.5472914098184996,0.37861845150656726,0.5443036426869589,0.27330831245763665,0.16043232498584079,0.5950718254502244,0.14383277859607616,-0.051893739456224365,-0.11323654092126786,-0.408903107756464,-0.11641770550114236,0.3898851329120853,-0.09288006816031598
"L2NiX2 - A(C,Ni,C)",0.04805868719999109,0.04914969274083159,0.016553973447488223,0.5468116226537706,-0.11726771473169116,0.38462867348223284,0.23453527952770464,-0.0005964469920553534,-0.33632398144180103,0.3349007104582964,0.1088845631217407,0.09144547879850835,0.10307114996162318,0.15986093259283607,-0.5706954748995796,0.5849796909854963,-0.1833136817506683,0.2920016926865621,0.17215418017922193,0.1203833407291004,0.35915165863271487,0.2640320729705452,-0.548134895015392,0.04630279463178494,0.1180721320767162,-0.09659368804664938,0.1817064392374709,0.2663662141700388,-0.01642439663704215,-0.5035194046575091,0.35050419244309927,-0.22914129664408944,0.19741724355652185,0.36334870415508086,0.1998918453317953,-0.2399365341405148,0.01238287090841374,1.0,0.9558601903447842,-0.008475639958378392,0.2570144225508484,0.13447256397119642,0.18599211532588933,0.8787298388952961,-0.27598838458329766,0.05371336540644757,0.06574115967243636,-0.12795954670264556,0.31528992564891517,0.3427602104275094,-0.06445059047194367,-0.31574461828921035
"L2NiX2 - A(L,Ni,L)",0.13476916791990684,-0.03802362263876974,-0.00548600710399584,0.7335749336403291,-0.1199017905442195,0.5050044884068846,0.22961069972682657,-0.07766033206909945,-0.42226645241859273,0.39249973067192023,0.1511663173808495,0.17273675378524578,0.08965409723560096,0.20419914067627273,-0.7328825410557525,0.7569395547011413,-0.22725790482513938,0.3895065145328856,0.1881754138656561,0.07589280673281605,0.43622365164658833,0.3002498049651532,-0.6533850118381168,0.026413469386422868,0.1443150585168598,-0.027057660599802576,0.2850768693084605,0.2869237233240823,0.0025696617968568717,-0.61569471807746,0.4370499593664227,-0.3017716150335731,0.2619658033949698,0.43442631626080047,0.2323311064436451,-0.3312028308484542,0.04186279563424735,0.9558601903447842,1.0,-0.14540886848485113,0.3150764219086898,0.19440935069402365,0.1377978808981929,0.8619586398741205,-0.11797633082293488,0.08354606434296795,0.17900950213213124,-0.08764134074168918,0.12487586952131985,0.2114858499483283,0.06654561124258165,-0.45769222162996576
"L2NiX2 - BO(Ni,L)",-0.37063905410293824,-0.01883000530848785,0.5787338989636269,-0.4482351081458779,0.48412461956699127,-0.44287232590351694,-0.45231247015135195,-0.11101811718737817,0.03295179379249108,-0.6013315042795504,-0.2524786209260472,-0.18605883574088453,-0.05269898879988433,-0.04111165205305872,0.3710637633085112,-0.3937989174811567,0.6897818038206738,-0.4174487413948187,-0.42371301368980996,-0.17193330913217977,-0.5575705046027857,-0.6729190198142344,0.18899281116773528,0.10018286630132266,-0.3074625067627696,0.02841134932332964,-0.22260449546407987,-0.32781457419184284,0.06257290002515674,0.6093747667742913,-0.006480601197495939,0.46365690618339217,-0.6641833609638229,-0.027321066244542915,-0.30249462362186036,-0.05899656927174156,-0.5472914098184996,-0.008475639958378392,-0.14540886848485113,1.0,-0.46479012901844347,-0.5367111391676821,-0.10505813187409623,-0.07988701451183158,-0.8992244587496392,-0.4163128044773867,-0.23504486740604794,-0.015221918653652855,0.8163340590230936,0.6627845877887808,-0.9202665087926863,0.4077317808526388
L2NiX2 - Bur_V,0.22613627023063443,-0.13072270096738986,-0.008169880621735034,0.3426920346238554,0.05589151578303642,0.8153180101857893,0.16263920701734755,-0.10826428521383039,-0.0938118033569188,0.18653506924287003,0.6006470074762179,0.17855441804372277,0.35782173052873595,-0.06417278897554683,-0.34353167961789877,0.36890560976139164,-0.2332650357906841,0.8780598496743841,0.15645005258177933,-0.029139861951918263,0.37578219825305836,0.2522463814101765,-0.25148619780245396,0.06340623415277222,0.613187769128509,-0.009355010287350848,0.25587057772381866,0.11776582402332136,0.2156917189742251,-0.6499109258393565,0.16262526032261998,-0.30539411200964056,0.2920757177811284,0.14816975998656332,-0.1541072598423451,-0.10607751268212295,0.37861845150656726,0.2570144225508484,0.3150764219086898,-0.46479012901844347,1.0,0.12133539981353296,-0.04057145653413927,0.3829592959939897,0.4047703478715099,0.5807677322151303,0.25691714321776926,0.22974296993748108,-0.5579174812194323,-0.25720332845443106,0.3197326111270271,-0.46868660335325074
L2NiX2 - HOMO,0.6976837962589728,0.4740632348677455,-0.27224038555732216,0.4185115942992986,-0.2414786108518721,0.16178057567339446,0.9019585910372652,0.5637792044712231,-0.5689104879328283,0.814122266394112,-0.08858728200246155,0.015382081018624667,-0.1715558947814292,0.6785813187370983,-0.2523443146427047,0.297604061694423,-0.28127489512938914,0.1001768859910674,0.9006434800794562,0.6263465744844975,0.7311736729785352,0.6428015843501911,0.05117601145716055,-0.05860254570269704,-0.0637057368420247,-0.2966609040937662,0.054366078767716666,0.692376596133896,-0.24300028229405685,-0.28204627025207935,-0.10219028230045887,0.23364521353572815,0.08167497766314473,-0.2242454911818641,0.3913307437827112,0.559717631008174,0.5443036426869589,0.13447256397119642,0.19440935069402365,-0.5367111391676821,0.12133539981353296,1.0,0.604930214920382,0.12722966358612142,0.5440169075459841,0.022114588877264637,0.017577544498469443,-0.22835215301388115,-0.2540194250613537,0.11155461985339939,0.38125236861945966,0.2310363982687853
L2NiX2 - LUMO,0.41076405963961876,0.9226268333415852,-0.04767364275985965,0.13896249321999724,-0.1521257088437052,-0.03158305023188228,0.6701800070451922,0.9429217707157804,-0.5093202910768855,0.6140508459091707,-0.1310797544797664,-0.37872300276535503,-0.2730385914814011,0.6204766616492264,-0.04231421486728658,0.07550907181942285,-0.09622947682166358,-0.06725878492345594,0.5923396691169983,0.9687709843045259,0.4186821262471986,0.48654039199248594,0.05401695611753772,-0.03049512066399338,-0.13971685178589313,-0.31078452286803604,-0.3054405514210003,0.4974519591260747,-0.43274935657954283,-0.050709277874054715,-0.11578204391352438,0.4101534090344148,-0.1609919149238882,-0.15816281645373895,0.3319174106067825,0.46271393417137385,0.27330831245763665,0.18599211532588933,0.1377978808981929,-0.10505813187409623,-0.04057145653413927,0.604930214920382,1.0,0.13397467450084868,0.17120113001919474,-0.1223524302432587,-0.3707471510271677,-0.4925316897382474,0.125550668156218,0.41655020638161333,-0.004626148144981288,0.34680361485973304
"L2NiX2 - R(Ni,C)",0.1471523083014532,0.02601415964954993,0.09510175493479536,0.5454674322509546,-0.02637436475543908,0.5297423184343145,0.24330238239047708,-0.013093395904655825,-0.3676021751861481,0.30259206692887475,0.193043508709468,0.05659427773737425,0.11926533591879937,0.14122474324176032,-0.6067774191615951,0.6401845115022589,-0.14952989686394094,0.4498795437900978,0.2340190660247555,0.09464256229038856,0.42661023382540425,0.2624987827185909,-0.5491366567228612,0.08537354373078054,0.17459555017363085,0.02738769311343303,0.1698958042701479,0.3409838012327432,0.037387714625081725,-0.613307424093108,0.4307647068353524,-0.2198176956063313,0.1364058300966534,0.4425764130478478,0.0862301480019634,-0.2597198164367555,0.16043232498584079,0.8787298388952961,0.8619586398741205,-0.07988701451183158,0.3829592959939897,0.12722966358612142,0.13397467450084868,1.0,-0.1506695201833738,0.08699282565975597,0.08051858874361258,-0.038211302244901,0.14822383834893013,0.30545837111570157,-0.05542599860572054,-0.47145002250791557
"L2NiX2 - R(Ni,L)",0.44631182081961085,0.11878612807566657,-0.41750822304305557,0.35067864322722003,-0.3030747683714109,0.400087785354052,0.4487750781371198,0.21603495992405267,-0.14879269872730794,0.5366466394486616,0.21501781775489406,0.12015195082384139,-0.06480910233452575,0.18430693105366988,-0.21841103195797923,0.253962562442962,-0.49812876422959756,0.38497782942540715,0.4481945044163508,0.2589623137666331,0.5176266586810055,0.5793181366676808,-0.006259686611703787,-0.0845104636457244,0.20987470662372645,-0.048589643326372514,0.14713787308038334,0.3477906115125437,-0.08720843249946492,-0.4597400764397428,-0.09484916929352893,-0.207110531007342,0.4136765548271376,-0.10044263768844248,0.20814497142950508,0.16842887522182376,0.5950718254502244,-0.27598838458329766,-0.11797633082293488,-0.8992244587496392,0.4047703478715099,0.5440169075459841,0.17120113001919474,-0.1506695201833738,1.0,0.31967355683506843,0.17579165024044893,0.005950628153828609,-0.8745979717259218,-0.6182137090975794,0.8235025328503155,-0.3108451287277768
"L2NiX2 - Sterimol_B1(Ni,P)",0.014507118419801299,-0.17880949010204292,-0.04930911562309808,0.03412774728203697,-0.09261217988584246,0.5317483386816201,-0.06027153364631964,-0.1506299417880082,0.2877258168713484,0.026014431609511755,0.8230687129308061,0.21997002039023372,0.6166585461071504,-0.31653564960874575,-0.11139727899409346,0.09111718500410068,-0.3260422921254641,0.5909761224770133,-0.02185256665868921,-0.12318056335139627,0.12986367931433843,0.20323347418088458,-0.15446333868323817,0.0009980839247441683,0.8829025265123543,0.06168172663939697,0.2969502740970621,-0.14317002575616353,0.3414832716419733,-0.3887185070639402,0.01791488519166057,-0.37973540046291665,0.40415139627982133,0.028906455255193888,-0.05231140190011129,-0.12750031176846796,0.14383277859607616,0.05371336540644757,0.08354606434296795,-0.4163128044773867,0.5807677322151303,0.022114588877264637,-0.1223524302432587,0.08699282565975597,0.31967355683506843,1.0,0.27329737451329833,0.3346490367199634,-0.5086149349718462,-0.40011154170699725,0.3606359807433941,-0.2888339015289399
"L2NiX2 - Sterimol_B5(Ni,P)",0.018560539627164547,-0.4187239833733191,0.10393175511193918,0.34914080905081774,0.0009968884668825192,0.3788262047282026,-0.1836221975496157,-0.45015080855801265,-0.012382308753564438,0.0006820495600789239,0.3058797885447731,0.9191450072990773,0.49364817018388246,-0.0835345040794906,-0.36630496485225966,0.34243376004927906,-0.16329695638361955,0.30426032130602415,-0.037211140953397795,-0.3345372079137612,0.09574136468579118,0.04742957311820414,-0.32560106726193716,-0.012005262495460288,0.27367831994349245,0.0615825118398599,0.9511301582199904,-0.10826572055190493,0.5784386401461619,-0.33823135578007574,0.28213916533067745,-0.2827655159426939,0.2443173506943665,0.22989335828008828,-0.04629739218466128,-0.3298805581049716,-0.051893739456224365,0.06574115967243636,0.17900950213213124,-0.23504486740604794,0.25691714321776926,0.017577544498469443,-0.3707471510271677,0.08051858874361258,0.17579165024044893,0.27329737451329833,1.0,0.6691971072970485,-0.2972077595185943,-0.2641538087694386,0.19033430819296265,-0.37332389207625805
"L2NiX2 - Sterimol_L(Ni,P)",-0.003947801650686316,-0.4652104670382063,0.23828026645483844,-0.05941875395062606,0.17306746003680326,0.2840651379036787,-0.35952810376858324,-0.48180195579858753,0.21299097641707362,-0.3113710917524512,0.4201085097500664,0.5475222589504064,0.655598730277201,-0.278080543393121,-0.12369000038467129,0.07011243888511576,0.09866493832195847,0.30952420698448657,-0.16917189054228968,-0.459954810487679,-0.05450174296243055,-0.22541177731304302,-0.17963845473065435,0.02359549543445009,0.3829332125212103,0.172129783027342,0.6451506390439934,-0.22054465900742734,0.8581698403639458,-0.13956232676884225,0.2404173499934834,-0.1879084176554425,0.07435029402484214,0.22147251588126907,-0.21570279924833144,-0.26321558846572624,-0.11323654092126786,-0.12795954670264556,-0.08764134074168918,-0.015221918653652855,0.22974296993748108,-0.22835215301388115,-0.4925316897382474,-0.038211302244901,0.005950628153828609,0.3346490367199634,0.6691971072970485,1.0,-0.2092228718746069,-0.19723990443020645,-0.006430367063287134,-0.23452922619053887
"L2NiX2 - dBO(Ni,C)",-0.27436195496508037,0.1731132734379791,0.35556933788968836,-0.2927555779217328,0.2022485920970256,-0.524039809337003,-0.10912324113328195,0.10584776794502256,-0.0870002843391904,-0.25282734926047684,-0.42764010769452193,-0.21353083730535105,-0.15178768428338882,0.1256735542382727,0.25457556378148166,-0.2745889832637342,0.43502322617612427,-0.5429931617615555,-0.14103553562380217,0.06161518999904187,-0.30854760461391617,-0.3441475392468861,0.10576213659262405,0.11068319750223214,-0.4261057790211977,-0.1291211263092726,-0.2522689628062926,-0.0692236358127723,-0.12159458590034872,0.47657717467815813,-0.03201236199441664,0.42078505876701094,-0.49403866298370464,-0.02751738828538263,-0.03262211696473089,0.09681304743310679,-0.408903107756464,0.31528992564891517,0.12487586952131985,0.8163340590230936,-0.5579174812194323,-0.2540194250613537,0.125550668156218,0.14822383834893013,-0.8745979717259218,-0.5086149349718462,-0.2972077595185943,-0.2092228718746069,1.0,0.7785288171227245,-0.7842117604564226,0.48362622874825034
L2NiX2 - dQ(L),0.16380932606621879,0.3894853209792103,0.5917250850541909,-0.07631509707748585,0.37883565009819803,-0.17671660401392467,0.21081946622217898,0.3541054969283897,-0.5206745364428166,0.032038056495997815,-0.2567166574507682,-0.22678488205104788,-0.12801907301782914,0.5665965404876544,0.10710478606489657,-0.08275490746209797,0.5717324117410267,-0.18679592279630505,0.22730011575910417,0.3594872880767795,0.06098698121223042,-0.17140072180219493,0.11476824055860609,0.13022734309616746,-0.2775949842669907,-0.15641233048097627,-0.2074392029642155,0.2524689613023388,-0.1171058804445752,0.2838450665669144,-0.020271361149912542,0.7422301688986762,-0.7282941523888851,-0.10463828433271051,-0.03353205904789505,0.2876401364522997,-0.11641770550114236,0.3427602104275094,0.2114858499483283,0.6627845877887808,-0.25720332845443106,0.11155461985339939,0.41655020638161333,0.30545837111570157,-0.6182137090975794,-0.40011154170699725,-0.2641538087694386,-0.19723990443020645,0.7785288171227245,1.0,-0.8130537433398335,0.4681023062804241
L2NiX2 - dQ(Ni),0.18046307892295732,-0.062458456398642066,-0.7627996570238509,0.3694850589537035,-0.5725122841849127,0.28515422158248754,0.31533966259235097,0.014862684617517491,0.1607416138165731,0.49528261690253356,0.18804388363125238,0.16026649725018846,-0.013136953229050593,-0.14128299630242697,-0.30296184328924175,0.31266781014288453,-0.7546763509753311,0.24771269326230305,0.26371071563237464,0.05424809157042016,0.3776922553476616,0.5869716717092937,-0.17834314137483392,-0.12796620324187502,0.22112411784438915,-0.019159658111369805,0.17248398349128527,0.1707584265318411,-0.0711927932320073,-0.5078768148259514,0.0006496307563153674,-0.6208742852533425,0.8069657628186779,0.04817594639362455,0.32253953219605835,-0.02416939319484512,0.3898851329120853,-0.06445059047194367,0.06654561124258165,-0.9202665087926863,0.3197326111270271,0.38125236861945966,-0.004626148144981288,-0.05542599860572054,0.8235025328503155,0.3606359807433941,0.19033430819296265,-0.006430367063287134,-0.7842117604564226,-0.8130537433398335,1.0,-0.37456437055575315
L2NiX2 TO L2Ni + X2,0.10858088864303067,0.37162314646127154,0.005487245651088545,-0.52308752826409,0.08467274310124703,-0.6354669697839439,0.2769853252379047,0.4178232771681968,-0.021475190065488186,-0.018116626866701135,-0.3657663805046053,-0.29904769322064695,-0.18648732969245335,0.2826781526888377,0.6163933394964148,-0.6331315811413797,0.30372452279019624,-0.5792373462548346,0.22549662172956073,0.3234651049475476,-0.18709142598047132,-0.12450166710916169,0.6271131009629246,-0.03126769292371312,-0.32534816333059113,-0.27127960582950555,-0.37786364956680063,0.028640330569827937,-0.1950617036084264,0.6924175396312872,-0.46158763156361543,0.6171935854729556,-0.4199107800489341,-0.5698097736592154,0.05646829338576343,0.7226541821592318,-0.09288006816031598,-0.31574461828921035,-0.45769222162996576,0.4077317808526388,-0.46868660335325074,0.2310363982687853,0.34680361485973304,-0.47145002250791557,-0.3108451287277768,-0.2888339015289399,-0.37332389207625805,-0.23452922619053887,0.48362622874825034,0.4681023062804241,-0.37456437055575315,1.0
